0		1	1
1		0.957128598364957	0.775140016108861
2		0.916095153808067	0.600842044573245
3		0.876820870533244	0.465736712109386
4		0.839230330830625	0.361011162526957
5		0.803251350253275	0.279834198336624
6		0.768814839002676	0.216910685006461
7		0.735854669256811	0.168136151870092
8		0.704307548186081	0.130329059469065
9		0.674112896413203	0.101023269256304
10		0.64521273168371	0.0783071785587009
11		0.617551557523654	0.0606990276494308
12		0.591076256670711	0.047050245269972
13		0.565735989074043	0.0364705278764919
14		0.541482094267051	0.0282697655656826
15		0.518267997925544	0.0219130265359769
16		0.496049122431888	0.016985663742091
17		0.4747828012734	0.0131662676666641
18		0.454428197110597	0.0102057009312316
19		0.43494622335798	0.00791084718423709
20		0.416299469126755	0.00613201421382427
