       0      84     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   2.12740558953280871424597e-06  2.419e-03 -3.031e+00 -1.085e+01  1.604e+00    0    0    0    0 NULL NULL
       0     867     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   2.17022309963106007594125e-05  3.733e-06 -6.106e+00 -1.085e+01  1.019e+01    0    0    0    0 NULL NULL
       0    9162     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   2.29077416978017438155962e-04  1.469e-03 -7.490e+00 -1.085e+01  7.870e+00    0    0    0    0 NULL NULL
       0   33369     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   8.34252408877944259812942e-04  1.469e-03 -7.133e-01 -1.086e+01 -4.228e+00    0    0    0    0 NULL NULL
       0   35358     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   8.83977181590398408857212e-04  4.999e-03  5.855e+00 -1.085e+01  1.065e+01    0    0    0    0 NULL NULL
       0   36463     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   9.11602412716023646592489e-04  1.469e-03 -7.843e+00 -1.086e+01  1.981e+00    0    0    0    0 NULL NULL
       0   48740     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.21852740657982542768489e-03  8.238e-04  4.242e-01 -1.085e+01  5.391e+00    0    0    0    0 NULL NULL
       0   49611     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.24030241737760576863081e-03  6.109e-04  1.594e+00 -1.085e+01  1.135e+01    0    0    0    0 NULL NULL
       0   49896     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.24742740604112732454023e-03  5.569e-04 -2.549e+00 -1.085e+01 -1.000e+00    0    0    0    0 NULL NULL
       0   50772     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.26932740901312892008168e-03  1.469e-03 -3.734e+00 -1.085e+01  5.822e+00    0    0    0    0 NULL NULL
       0   54726     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.36817741465494833313921e-03  1.268e-03  8.738e+00 -1.085e+01  1.980e-01    0    0    0    0 NULL NULL
       0   58033     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.45085240693343495328727e-03  1.469e-03  2.757e+00 -1.085e+01  4.709e+00    0    0    0    0 NULL NULL
       0   62607     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.56520217239672593083355e-03  4.437e-03  6.582e+00 -1.085e+01  1.404e+01    0    0    0    0 NULL NULL
       0   62915     0  0.000e+00  0.000e+00  1.000e+02     0     0     0     0     0     0   1.57290240570096321280624e-03  1.469e-03 -2.231e+00 -1.085e+01 -8.312e-01    0    0    0    0 NULL NULL
